currentDate,customerCode,sla
2019-02-20,2581,0.9508670520231214
2019-02-20,3363,0.9566231343283582
2019-02-20,87520,0.8188698284561049
2019-02-20,900995,0.6666666666666666
2019-02-20,39159,0.6277695716395865
2019-02-20,797391,0.9411764705882353
2019-02-20,8068,0.42917251051893407
2019-02-21,797391,0.9444444444444444
2019-02-21,87520,0.822832780672667
2019-02-21,39159,0.6261437908496732
2019-02-21,900995,0.6901408450704225
2019-02-21,8068,0.4297734627831715
2019-02-21,2581,0.9527777777777777
2019-02-21,215,0.7766323024054983
2019-02-21,372301,0.6341005967604433
2019-02-21,3363,0.9527145359019265
2019-02-22,797391,0.9130434782608695
2019-02-22,39159,0.6856846473029046
2019-02-22,900995,0.6973684210526315
2019-02-22,87520,0.8220640569395018
2019-02-22,8068,0.4276114844227245
2019-02-22,2581,0.9481865284974094
2019-02-22,215,0.7781998831092928
2019-02-22,372301,0.6321376869872929
2019-02-22,3363,0.9538714991762768
2019-02-23,797391,0.9130434782608695
2019-02-23,39159,0.6871794871794872
2019-02-23,900995,0.6973684210526315
2019-02-23,87520,0.8238341968911918
2019-02-23,2581,0.9481865284974094
2019-02-23,3363,0.9542109566639412
2019-02-23,215,0.7776162790697675
2019-02-23,372301,0.6320062451209992
2019-02-23,8068,0.4309090909090909
2019-02-24,797391,0.9130434782608695
2019-02-24,39159,0.6877551020408164
2019-02-24,900995,0.6973684210526315
2019-02-24,87520,0.8250428816466552
2019-02-24,8068,0.4319419237749546
2019-02-24,2581,0.9481865284974094
2019-02-24,215,0.7776811594202898
2019-02-24,372301,0.6347653264026907
2019-02-24,3363,0.9539527302363489
2019-02-25,797391,0.9130434782608695
2019-02-25,39159,0.7250996015936255
2019-02-25,900995,0.7111111111111111
2019-02-25,87520,0.8283192940232651
2019-02-25,2581,0.9511002444987775
2019-02-25,3363,0.9518616021060549
2019-02-25,215,0.7823310271420969
2019-02-25,372301,0.636922636922637
2019-02-25,8068,0.4605831533477322
2019-02-26,39159,0.7262853005068791
2019-02-26,372301,0.6395379364662641
2019-02-26,215,0.7867996201329535
2019-02-26,2581,0.9533898305084746
2019-02-26,3363,0.9521663778162912
2019-02-26,8068,0.4955545156761816
2019-02-26,87520,0.8266265513350883
2019-02-26,900995,0.7029702970297029
2019-02-26,797391,0.9166666666666666
