currentDate,customerCode,onTimeSolution,deadlineDateTime
2018-09-14 00:00:00,87520,S,2018-09-19 15:50:00
2018-09-14 00:00:00,3363,S,2018-09-14 23:16:00
2018-09-14 00:00:00,87520,S,2018-09-19 15:25:00
2018-09-14 00:00:00,215,S,2018-09-18 21:00:00
2018-09-14 00:00:00,3363,S,2018-09-18 18:53:00
2018-09-14 00:00:00,2581,S,2018-09-25 13:48:00
2018-09-14 00:00:00,372301,N,2018-09-14 12:59:00
2018-09-14 00:00:00,372301,N,2018-09-14 13:13:00
2018-09-14 00:00:00,372301,S,2018-09-15 15:34:00
2018-09-14 00:00:00,372301,S,2018-09-15 15:33:00
2018-09-14 00:00:00,372301,S,2018-09-15 15:35:00
2018-09-14 00:00:00,372301,N,2018-09-14 14:29:00
2018-09-14 00:00:00,372301,S,2018-09-15 15:31:00
2018-09-14 00:00:00,372301,S,2018-09-15 15:29:00
2018-09-14 00:00:00,372301,S,2018-09-15 15:28:00
2018-09-14 00:00:00,372301,S,2018-09-15 15:27:00
2018-09-14 00:00:00,372301,S,2018-09-15 15:26:00
2018-09-14 00:00:00,372301,N,2018-09-14 00:13:00
2018-09-14 00:00:00,215,S,2018-09-19 18:48:00
2018-09-14 00:00:00,372301,S,2018-09-15 16:00:00
2018-09-14 00:00:00,372301,S,2018-09-15 16:02:00
2018-09-14 00:00:00,3363,S,2018-09-14 23:11:00
2018-09-14 00:00:00,215,N,2018-08-17 19:39:00
2018-09-14 00:00:00,372301,N,2018-09-01 20:01:00
2018-09-14 00:00:00,215,N,2018-09-05 20:48:00
2018-09-14 00:00:00,372301,N,2018-09-12 20:00:00
2018-09-14 00:00:00,372301,N,2018-09-12 20:00:00
2018-09-14 00:00:00,372301,N,2018-09-14 17:04:00
2018-09-14 00:00:00,215,N,2018-09-06 17:45:00
2018-09-14 00:00:00,8068,S,2018-09-15 02:59:00
2018-09-14 00:00:00,87520,S,2018-09-15 01:00:00
2018-09-14 00:00:00,215,S,2018-09-14 12:02:00
2018-09-14 00:00:00,372301,N,2018-08-22 11:56:00
2018-09-14 00:00:00,372301,N,2018-09-12 12:15:00
2018-09-14 00:00:00,372301,N,2018-09-13 20:47:00
2018-09-14 00:00:00,215,S,2018-09-19 11:12:00
2018-09-14 00:00:00,3363,S,2018-09-18 20:39:00
2018-09-14 00:00:00,372301,S,2018-09-15 16:13:00
2018-09-14 00:00:00,215,S,2018-09-12 19:35:00
2018-09-14 00:00:00,372301,S,2018-09-12 21:00:00
2018-09-14 00:00:00,3363,S,2018-09-14 20:44:00
2018-09-14 00:00:00,372301,S,2018-09-19 13:50:00
2018-09-14 00:00:00,215,S,2018-09-19 11:45:00
2018-09-14 00:00:00,215,S,2018-09-19 11:43:00
2018-09-14 00:00:00,372301,N,2018-08-23 11:03:00
2018-09-14 00:00:00,372301,S,2018-09-15 16:57:00
2018-09-14 00:00:00,372301,S,2018-09-15 16:57:00
2018-09-14 00:00:00,372301,S,2018-09-15 16:57:00
2018-09-14 00:00:00,372301,S,2018-09-15 16:57:00
2018-09-14 00:00:00,372301,S,2018-09-18 18:24:00
2018-09-14 00:00:00,372301,S,2018-09-15 16:57:00
2018-09-14 00:00:00,215,S,2018-09-18 20:40:00
2018-09-14 00:00:00,215,S,2018-09-19 11:43:00
2018-09-14 00:00:00,372301,S,2018-09-15 16:57:00
2018-09-14 00:00:00,372301,N,2018-09-10 19:01:00
2018-09-14 00:00:00,372301,S,2018-09-15 16:57:00
2018-09-14 00:00:00,372301,S,2018-09-15 19:01:00
2018-09-14 00:00:00,87520,S,2018-09-19 14:53:00
2018-09-14 00:00:00,372301,N,2018-09-10 15:08:00
2018-09-14 00:00:00,372301,S,2018-09-15 15:24:00
2018-09-14 00:00:00,372301,S,2018-09-15 13:14:00
2018-09-14 00:00:00,372301,S,2018-09-15 13:14:00
2018-09-14 00:00:00,87520,S,2018-09-18 16:31:00
2018-09-14 00:00:00,215,S,2018-08-30 12:58:00
2018-09-14 00:00:00,3363,S,2018-09-15 11:13:00
2018-09-14 00:00:00,215,S,2018-09-18 12:11:00
2018-09-14 00:00:00,215,S,2018-09-20 11:50:00
2018-09-14 00:00:00,87520,N,2018-09-13 23:52:00
2018-09-14 00:00:00,87520,S,2018-09-14 20:46:00
2018-09-14 00:00:00,372301,S,2018-09-20 16:14:00
2018-09-14 00:00:00,372301,S,2018-09-15 16:09:00
2018-09-14 00:00:00,372301,N,2018-09-06 20:00:00
2018-09-14 00:00:00,372301,N,2018-09-06 20:00:00
2018-09-14 00:00:00,372301,N,2018-09-06 20:00:00
2018-09-14 00:00:00,372301,S,2018-09-20 16:17:00
2018-09-14 00:00:00,215,S,2018-09-18 11:34:00
2018-09-14 00:00:00,8068,S,2018-09-15 02:59:00
2018-09-14 00:00:00,215,S,2018-09-18 14:51:00
2018-09-14 00:00:00,372301,N,2018-08-08 11:38:00
2018-09-14 00:00:00,215,S,2018-09-17 21:00:00
2018-09-14 00:00:00,215,N,2018-09-06 12:57:00
2018-09-14 00:00:00,3363,S,2018-09-18 20:51:00
2018-09-14 00:00:00,372301,N,2018-09-03 20:27:00
2018-09-14 00:00:00,372301,N,2018-09-03 20:29:00
2018-09-14 00:00:00,372301,N,2018-09-05 15:54:00
2018-09-14 00:00:00,372301,N,2018-09-13 12:57:00
2018-09-14 00:00:00,215,S,2018-09-21 13:18:00
2018-09-14 00:00:00,215,S,2018-09-21 15:48:00
2018-09-14 00:00:00,87520,S,2018-09-17 15:30:00
2018-09-14 00:00:00,372301,S,2018-09-20 15:35:00
2018-09-14 00:00:00,215,S,2018-09-14 21:00:00
2018-09-14 00:00:00,372301,S,2018-09-20 16:17:00
2018-09-14 00:00:00,372301,S,2018-09-14 18:53:00
2018-09-14 00:00:00,215,S,
2018-09-14 00:00:00,372301,S,2018-09-20 15:36:00
2018-09-14 00:00:00,87520,S,2018-09-17 15:13:00
2018-09-14 00:00:00,87520,S,2018-09-19 16:15:00
2018-09-14 00:00:00,215,S,
2018-09-14 00:00:00,8068,N,2018-09-13 02:59:00
2018-09-14 00:00:00,372301,S,2018-09-14 20:00:00
2018-09-14 00:00:00,215,S,2018-09-17 17:59:00
2018-09-14 00:00:00,3363,S,2018-09-14 20:01:00
2018-09-14 00:00:00,3363,S,2018-09-18 21:00:00
2018-09-14 00:00:00,372301,S,2018-09-20 15:45:00
2018-09-14 00:00:00,8068,S,2018-09-07 02:59:00
2018-09-14 00:00:00,87520,S,2018-09-19 13:55:00
2018-09-14 00:00:00,3363,S,2018-09-18 15:02:00
2018-09-14 00:00:00,372301,N,
2018-09-14 00:00:00,8068,S,2018-09-15 02:59:00
2018-09-14 00:00:00,372301,N,2018-09-13 11:51:00
2018-09-14 00:00:00,372301,S,2018-09-19 12:34:00
2018-09-14 00:00:00,215,S,2018-09-19 12:38:00
2018-09-14 00:00:00,3363,S,2018-09-18 21:44:00
2018-09-14 00:00:00,215,S,2018-09-19 18:27:00
2018-09-14 00:00:00,2581,S,2018-09-17 13:10:00
2018-09-14 00:00:00,215,S,2018-09-17 13:35:00
2018-09-14 00:00:00,87520,N,2018-09-06 18:05:00
2018-09-14 00:00:00,215,S,2018-09-13 21:00:00
2018-09-14 00:00:00,372301,N,2018-08-14 18:47:00
2018-09-14 00:00:00,215,S,2018-09-18 14:29:00
2018-09-14 00:00:00,215,S,2018-09-19 12:30:00
2018-09-14 00:00:00,215,S,2018-09-19 21:00:00
2018-09-14 00:00:00,372301,S,2018-09-15 17:27:00
2018-09-14 00:00:00,87520,S,2018-09-19 18:50:00
2018-09-14 00:00:00,372301,N,2018-09-11 13:36:00
2018-09-14 00:00:00,215,S,2018-09-18 18:59:00
2018-09-14 00:00:00,215,S,2018-09-14 20:43:00
2018-09-14 00:00:00,372301,N,2018-09-03 20:00:00
2018-09-14 00:00:00,87520,S,2018-09-19 18:53:00
2018-09-14 00:00:00,215,N,2018-09-14 18:36:00
2018-09-14 00:00:00,372301,N,2018-08-20 20:00:00
2018-09-14 00:00:00,372301,S,2018-09-20 15:44:00
2018-09-14 00:00:00,87520,S,2018-09-19 18:55:00
2018-09-14 00:00:00,3363,S,2018-09-14 19:58:00
2018-09-14 00:00:00,87520,S,2018-09-19 18:56:00
2018-09-14 00:00:00,87520,S,2018-09-17 13:38:00
2018-09-14 00:00:00,215,N,2018-09-10 19:57:00
2018-09-14 00:00:00,215,S,2018-09-20 14:49:00
2018-09-14 00:00:00,372301,N,2018-08-27 20:55:00
2018-09-14 00:00:00,215,S,2018-09-17 21:00:00
2018-09-14 00:00:00,87520,N,2018-09-12 13:21:00
2018-09-14 00:00:00,87520,S,
2018-09-14 00:00:00,215,S,2018-09-19 17:54:00
2018-09-14 00:00:00,372301,N,2018-09-13 17:01:00
2018-09-14 00:00:00,215,S,2018-09-19 16:30:00
2018-09-14 00:00:00,3363,S,2018-09-18 22:02:00
2018-09-14 00:00:00,215,S,2018-09-15 17:01:00
2018-09-14 00:00:00,3363,S,2018-09-17 00:37:00
2018-09-14 00:00:00,215,S,2018-09-19 13:37:00
2018-09-14 00:00:00,372301,S,2018-09-15 19:01:00
2018-09-14 00:00:00,87520,N,2018-09-13 13:58:00
2018-09-14 00:00:00,87520,S,2018-09-14 20:57:00
2018-09-14 00:00:00,372301,N,2018-08-27 12:56:00
2018-09-14 00:00:00,372301,N,2018-09-12 19:44:00
2018-09-14 00:00:00,215,S,2018-09-17 21:00:00
2018-09-14 00:00:00,372301,N,2018-09-11 12:11:00
2018-09-14 00:00:00,87520,S,2018-09-19 16:36:00
2018-09-14 00:00:00,372301,S,2018-09-19 16:26:00
2018-09-14 00:00:00,372301,N,2018-09-12 18:58:00
2018-09-14 00:00:00,215,S,2018-09-19 12:35:00
2018-09-14 00:00:00,215,S,2018-09-19 12:16:00
2018-09-14 00:00:00,3363,S,2018-09-18 22:06:00
2018-09-14 00:00:00,87520,S,2018-09-17 17:55:00
2018-09-14 00:00:00,215,S,2018-09-17 21:00:00
2018-09-14 00:00:00,87520,S,2018-09-19 16:57:00
2018-09-14 00:00:00,900995,S,2018-09-19 18:02:00
2018-09-14 00:00:00,3363,S,2018-09-18 21:02:00
2018-09-14 00:00:00,215,S,2018-09-17 21:00:00
2018-09-14 00:00:00,87520,N,2018-09-07 18:23:00
2018-09-14 00:00:00,87520,S,2018-09-17 16:52:00
2018-09-14 00:00:00,372301,N,2018-09-10 11:26:00
2018-09-14 00:00:00,215,S,2018-09-15 13:03:00
2018-09-14 00:00:00,372301,N,2018-09-06 12:10:00
2018-09-14 00:00:00,87520,S,2018-09-17 11:40:00
2018-09-14 00:00:00,372301,N,2018-09-13 12:23:00
2018-09-14 00:00:00,87520,S,2018-09-18 15:02:00
2018-09-14 00:00:00,372301,N,
2018-09-14 00:00:00,372301,N,2018-08-20 20:00:00
2018-09-14 00:00:00,87520,N,2018-09-14 16:20:00
2018-09-14 00:00:00,215,S,2018-09-11 14:46:00
2018-09-14 00:00:00,372301,N,2018-09-13 16:03:00
2018-09-14 00:00:00,372301,S,2018-09-20 15:00:00
2018-09-14 00:00:00,372301,S,2018-09-15 16:57:00
2018-09-14 00:00:00,215,S,2018-09-19 13:04:00
2018-09-14 00:00:00,2581,N,2018-09-14 13:33:00
2018-09-14 00:00:00,3363,S,2018-09-14 19:56:00
2018-09-14 00:00:00,372301,N,2018-09-11 13:22:00
2018-09-14 00:00:00,2581,S,2018-09-18 12:49:00
2018-09-28 00:00:00,215,S,2018-10-03 13:58:00
2018-09-28 00:00:00,215,S,2018-10-02 15:16:00
2018-10-04 00:00:00,215,S,2018-10-08 13:46:00
2018-10-09 00:00:00,3363,S,
2018-10-09 00:00:00,372301,S,2018-10-10 14:28:00
2018-10-10 00:00:00,372301,S,2018-10-10 14:31:00
2018-10-10 00:00:00,372301,S,2018-10-22 21:00:00
2018-10-11 00:00:00,372301,N,2018-09-13 18:56:00
2018-10-15 00:00:00,372301,S,2018-10-26 21:00:00
2018-10-16 00:00:00,372301,S,2018-10-24 21:00:00
2018-10-16 00:00:00,372301,S,2018-10-24 21:00:00
2018-10-16 00:00:00,3363,S,2018-10-16 17:41:00
2018-10-18 00:00:00,372301,S,2018-10-29 21:00:00
2018-10-18 00:00:00,372301,S,2018-10-29 21:00:00
2018-10-19 00:00:00,372301,S,2018-10-30 21:00:00
2018-10-20 00:00:00,372301,S,2018-10-30 21:00:00
2018-10-23 00:00:00,372301,S,2018-11-03 21:00:00
2018-10-23 00:00:00,372301,S,2018-11-03 21:00:00
2018-10-23 00:00:00,372301,S,2018-11-05 20:00:00
2018-10-23 00:00:00,372301,S,2018-11-05 20:00:00
2018-10-24 00:00:00,372301,S,2018-10-20 21:00:00
2018-10-24 00:00:00,372301,N,2018-10-22 21:00:00
2018-10-25 00:00:00,372301,N,2018-09-06 19:08:00
2018-10-25 00:00:00,372301,S,2018-10-25 21:00:00
2018-10-25 00:00:00,372301,S,2018-10-25 21:00:00
2018-10-26 00:00:00,372301,S,2018-11-08 20:00:00
2018-10-26 00:00:00,372301,S,2018-11-08 20:00:00
2018-10-26 00:00:00,215,S,2018-10-31 17:10:00
2018-10-26 00:00:00,372301,N,2018-08-07 14:20:00
2018-10-28 00:00:00,372301,S,2018-11-07 20:00:00
2018-10-28 00:00:00,372301,S,2018-11-08 20:00:00
2018-10-29 00:00:00,372301,N,2018-08-20 11:07:00
2018-10-29 00:00:00,372301,S,2018-11-10 20:00:00
2018-10-29 00:00:00,372301,S,2018-11-10 20:00:00
2018-10-30 00:00:00,372301,S,2018-11-10 20:00:00
2018-10-31 00:00:00,372301,S,2018-11-13 20:00:00
2018-10-31 00:00:00,372301,S,2018-11-12 20:00:00
2018-10-31 00:00:00,2581,S,2018-10-31 18:53:00
2018-10-31 00:00:00,372301,S,2018-11-13 20:00:00
2018-11-01 00:00:00,372301,S,2018-11-13 20:00:00
2018-11-01 00:00:00,372301,S,2018-11-13 20:00:00
2018-11-01 00:00:00,372301,S,2018-11-13 20:00:00
2018-11-05 00:00:00,215,S,2018-11-07 19:13:00
2018-11-09 00:00:00,372301,S,2018-11-23 20:00:00
2018-11-09 00:00:00,372301,S,2018-11-23 20:00:00
2018-11-12 00:00:00,372301,S,2018-11-26 20:00:00
2018-11-13 00:00:00,372301,S,2018-11-26 20:00:00
2018-11-15 00:00:00,372301,S,2018-11-28 20:00:00
2018-11-16 00:00:00,372301,S,2018-11-28 20:00:00
2018-11-16 00:00:00,372301,S,2018-11-28 20:00:00
2018-11-16 00:00:00,372301,S,2018-11-29 20:00:00
2018-11-17 00:00:00,372301,S,2018-11-27 20:00:00
2018-11-17 00:00:00,372301,S,2018-11-27 20:00:00
2018-11-17 00:00:00,372301,N,2018-10-31 21:00:00
2018-11-17 00:00:00,372301,N,2018-10-31 21:00:00
2018-11-20 00:00:00,372301,S,2018-12-01 20:00:00
2018-11-21 00:00:00,372301,S,2018-11-21 20:00:00
2018-11-21 00:00:00,372301,S,2018-12-03 20:00:00
2018-11-21 00:00:00,372301,S,2018-12-03 20:00:00
2018-11-22 00:00:00,372301,N,2018-09-28 20:41:00
2018-11-22 00:00:00,372301,S,2018-12-03 20:00:00
2018-11-23 00:00:00,372301,S,2018-12-03 20:00:00
2018-11-23 00:00:00,372301,N,2018-09-26 21:00:00
2018-11-23 00:00:00,372301,N,2018-09-25 21:00:00
2018-11-23 00:00:00,372301,N,2018-09-26 21:00:00
2018-11-23 00:00:00,372301,N,2018-09-25 21:00:00
2018-11-23 00:00:00,372301,N,2018-09-25 21:00:00
2018-11-23 00:00:00,372301,N,2018-09-25 21:00:00
2018-11-23 00:00:00,372301,N,2018-09-26 21:00:00
2018-11-23 00:00:00,372301,N,2018-09-26 21:00:00
2018-11-23 00:00:00,372301,N,2018-09-25 21:00:00
2018-11-23 00:00:00,372301,N,2018-10-27 21:00:00
2018-11-23 00:00:00,372301,N,2018-10-27 21:00:00
2018-11-23 00:00:00,372301,N,2018-10-27 21:00:00
2018-11-23 00:00:00,372301,N,2018-11-06 20:00:00
2018-11-23 00:00:00,372301,N,2018-11-06 20:00:00
2018-11-23 00:00:00,372301,N,2018-11-06 20:00:00
2018-11-23 00:00:00,372301,N,2018-11-06 20:00:00
2018-11-23 00:00:00,372301,N,2018-10-18 21:00:00
2018-11-23 00:00:00,372301,N,2018-10-18 21:00:00
2018-11-23 00:00:00,372301,S,2018-10-02 21:00:00
2018-11-23 00:00:00,372301,S,2018-10-02 21:00:00
2018-11-26 00:00:00,372301,S,2018-12-07 20:00:00
2018-11-26 00:00:00,372301,S,2018-11-27 20:00:00
2018-11-26 00:00:00,372301,S,2018-11-27 20:00:00
2018-11-26 00:00:00,372301,S,2018-11-27 20:00:00
2018-11-26 00:00:00,372301,S,2018-11-27 20:00:00
2018-11-27 00:00:00,372301,N,2018-11-03 21:00:00
2018-11-27 00:00:00,372301,N,2018-11-05 20:00:00
2018-11-27 00:00:00,372301,S,2018-12-08 20:00:00
2018-11-27 00:00:00,372301,S,2018-10-03 21:00:00
2018-11-27 00:00:00,372301,S,2018-10-03 21:00:00
2018-11-27 00:00:00,372301,S,2018-10-03 21:00:00
2018-11-27 00:00:00,372301,S,2018-10-03 21:00:00
2018-11-27 00:00:00,372301,S,2018-10-03 21:00:00
2018-11-27 00:00:00,372301,S,2018-10-03 21:00:00
2018-11-27 00:00:00,372301,S,2018-10-03 21:00:00
2018-11-27 00:00:00,372301,S,2018-10-03 21:00:00
2018-11-27 00:00:00,372301,S,2018-10-03 21:00:00
2018-11-27 00:00:00,372301,S,2018-10-03 21:00:00
2018-11-27 00:00:00,372301,S,2018-10-03 21:00:00
2018-11-28 00:00:00,3363,S,2018-11-28 19:01:00
2018-11-29 00:00:00,372301,N,2018-11-13 14:07:00
2018-11-29 00:00:00,372301,S,2018-12-12 20:00:00
2018-11-29 00:00:00,372301,N,2018-11-23 12:53:00
2018-11-29 00:00:00,372301,S,2018-11-21 20:00:00
2018-11-29 00:00:00,372301,S,2018-11-21 20:00:00
2018-11-29 00:00:00,372301,S,2018-11-21 20:00:00
2018-11-29 00:00:00,372301,S,2018-11-21 20:00:00
2018-11-30 00:00:00,372301,N,2018-11-12 19:00:00
2018-11-30 00:00:00,372301,N,2018-10-02 21:00:00
2018-11-30 00:00:00,372301,N,2018-10-03 21:00:00
2018-12-01 00:00:00,372301,S,2018-12-12 20:00:00
2018-12-01 00:00:00,372301,S,2018-12-11 20:00:00
2018-12-01 00:00:00,372301,S,2018-12-11 20:00:00
2018-12-02 00:00:00,372301,S,2018-12-11 20:00:00
2018-12-02 00:00:00,372301,S,2018-12-11 20:00:00
2018-12-03 00:00:00,372301,S,2018-12-08 20:00:00
2018-12-03 00:00:00,372301,S,2018-12-08 20:00:00
2018-12-03 00:00:00,372301,S,2018-12-08 20:00:00
2018-12-03 00:00:00,215,S,2018-12-05 17:17:00
2018-12-03 00:00:00,372301,S,2018-12-14 20:00:00
2018-12-03 00:00:00,372301,S,2018-12-14 20:00:00
2018-12-03 00:00:00,372301,S,2018-12-08 20:00:00
2018-12-03 00:00:00,215,S,2018-12-06 17:42:00
2018-12-04 00:00:00,372301,S,2018-12-14 20:00:00
2018-12-04 00:00:00,372301,S,2018-12-15 20:00:00
2018-12-04 00:00:00,3363,S,2018-12-04 15:17:00
2018-12-04 00:00:00,3363,S,2018-12-04 19:05:00
2018-12-04 00:00:00,372301,S,2018-12-05 13:25:00
2018-12-04 00:00:00,372301,S,2018-12-05 13:26:00
2018-12-05 00:00:00,372301,S,2018-10-03 21:00:00
2018-12-05 00:00:00,372301,S,2018-12-15 20:00:00
2018-12-05 00:00:00,372301,S,2018-12-15 20:00:00
2018-12-05 00:00:00,372301,S,2018-12-18 20:00:00
2018-12-05 00:00:00,372301,S,2018-12-15 20:00:00
2018-12-05 00:00:00,372301,S,2018-12-15 20:00:00
2018-12-05 00:00:00,372301,S,2018-12-15 20:00:00
2018-12-05 00:00:00,372301,S,2018-12-17 20:00:00
2018-12-05 00:00:00,372301,S,2018-12-17 20:00:00
